gaming,3.49356621044643
gaming,3.27998690750946
gaming,3.85024115438517
gaming,3.9813208105631
gaming,4.04075345472264
gaming,3.84008275926049
gaming,4.12776483171227
gaming,4.37960064501388
gaming,3.7222997236041
gaming,3.62709760307096
gaming,4.34904559068842
gaming,3.7222997236041
gaming,3.7222997236041
gaming,3.58876833097958
gaming,4.04075345472264
gaming,3.84008275926049
gaming,3.86353777490672
gaming,4.04075345472264
gaming,3.84008275926049
gaming,4.28191551153953
gaming,3.94544327491831
gaming,3.86353777490672
gaming,3.7222997236041
gaming,3.84008275926049
gaming,3.43461765115232
gaming,4.42315356284214
gaming,3.84008275926049
gaming,3.84008275926049
gaming,4.03256271117912
gaming,3.94544327491831
gaming,4.12776483171227
gaming,3.84008275926049
gaming,2.99230483505768
gaming,3.58876833097958
gaming,3.7222997236041
gaming,3.68645346445393
gaming,3.33941553061918
gaming,3.7222997236041
gaming,3.84008275926049
gaming,3.7222997236041
gaming,4.00690982491911
gaming,4.41544690416405
gaming,3.81998485707846
gaming,3.84008275926049
gaming,3.14645551488493
gaming,3.33941553061918
gaming,4.20780753938581
gaming,4.12776483171227
gaming,3.14645551488493
gaming,3.84008275926049
gaming,3.94544327491831
gaming,3.94555133418949
gaming,4.26900288301488
gaming,3.84008275926049
gaming,3.84008275926049
gaming,3.86353777490672
gaming,4.18199150602525
gaming,4.12776483171227
gaming,3.85024115438517
gaming,3.84008275926049
gaming,3.84008275926049
gaming,3.58876833097958
gaming,3.62709760307096
gaming,3.7222997236041
gaming,4.20780753938581
gaming,3.7222997236041
gaming,3.7222997236041
gaming,3.58876833097958
gaming,4.53322993982043
gaming,4.26900288301488
gaming,3.33941553061918
gaming,3.7222997236041
gaming,4.3202447836309
gaming,3.7222997236041
gaming,4.04075345472264
gaming,3.7222997236041
gaming,3.58876833097958
gaming,3.7222997236041
gaming,3.93776789273484
gaming,3.7222997236041
gaming,3.27998690750946
gaming,3.58876833097958
gaming,3.53230278462668
gaming,3.7300063822822
gaming,4.04075345472264
gaming,3.7222997236041
gaming,3.7222997236041
gaming,3.7222997236041
gaming,4.18671339100638
