gaming,3.94555133418949
gaming,3.33941553061918
gaming,3.15709397382522
gaming,4.12776483171227
gaming,3.33941553061918
gaming,3.84008275926049
gaming,2.99230483505768
gaming,3.62709760307096
gaming,3.74488063872734
gaming,3.84008275926049
gaming,3.33941553061918
gaming,3.7222997236041
gaming,3.58876833097958
gaming,2.99230483505768
gaming,3.7222997236041
gaming,3.49356621044643
gaming,3.7222997236041
gaming,3.33941553061918
gaming,3.49356621044643
gaming,2.93395042251101
gaming,3.49356621044643
gaming,3.62709760307096
gaming,3.62709760307096
gaming,3.15709397382522
gaming,3.85024115438517
gaming,2.99230483505768
gaming,3.49356621044643
gaming,3.62709760307096
gaming,3.27998690750946
gaming,4.04075345472264
gaming,3.84008275926049
gaming,3.33941553061918
gaming,3.94544327491831
gaming,2.58683972694951
gaming,3.7222997236041
gaming,3.27998690750946
gaming,3.84008275926049
gaming,3.49356621044643
gaming,3.84008275926049
gaming,2.93395042251101
gaming,3.49356621044643
gaming,3.84008275926049
gaming,3.84008275926049
gaming,4.04075345472264
gaming,3.39776994316584
gaming,3.84008275926049
gaming,3.49356621044643
gaming,3.33941553061918
gaming,3.33941553061918
gaming,3.62709760307096
gaming,3.62709760307096
gaming,3.7222997236041
gaming,3.62709760307096
gaming,3.33941553061918
gaming,2.99230483505768
gaming,3.39776994316584
gaming,3.62709760307096
gaming,3.62709760307096
gaming,3.33941553061918
gaming,3.49356621044643
gaming,2.99230483505768
gaming,3.86353777490672
gaming,3.7222997236041
gaming,3.7222997236041
gaming,3.94544327491831
gaming,4.12776483171227
gaming,3.49356621044643
gaming,3.62709760307096
gaming,3.33941553061918
gaming,3.27998690750946
gaming,2.99230483505768
gaming,3.9813208105631
gaming,4.12776483171227
gaming,3.7222997236041
gaming,3.62709760307096
gaming,3.7222997236041
gaming,3.7222997236041
gaming,3.15709397382522
gaming,3.43461765115232
gaming,3.33941553061918
gaming,3.49356621044643
gaming,3.27998690750946
gaming,3.49356621044643
gaming,4.04075345472264
gaming,3.94544327491831
gaming,2.99230483505768
gaming,3.7222997236041
gaming,3.58876833097958
gaming,3.94544327491831
gaming,3.39776994316584
gaming,2.99230483505768
gaming,3.84008275926049
gaming,3.7222997236041
gaming,2.64626835005923
gaming,3.62709760307096
gaming,3.15709397382522
gaming,3.7222997236041
gaming,3.7222997236041
gaming,3.33941553061918
gaming,2.99230483505768
gaming,3.27998690750946
gaming,3.14645551488493
gaming,3.33941553061918
gaming,3.15709397382522
gaming,3.33941553061918
gaming,3.7222997236041
gaming,3.33941553061918
gaming,3.74488063872734
gaming,3.49356621044643
gaming,3.62709760307096
gaming,3.49356621044643
gaming,3.62709760307096
gaming,3.33941553061918
gaming,2.99230483505768
gaming,3.14645551488493
gaming,2.99230483505768
gaming,3.58876833097958
gaming,3.84008275926049
gaming,3.7222997236041
gaming,3.94544327491831
gaming,3.7222997236041
gaming,3.62709760307096
gaming,2.99230483505768
gaming,3.84008275926049
gaming,4.04075345472264
gaming,3.94544327491831
gaming,3.7222997236041
gaming,3.43461765115232
gaming,3.84008275926049
gaming,3.43461765115232
gaming,3.14645551488493
gaming,3.84008275926049
gaming,3.39776994316584
gaming,3.49356621044643
gaming,3.39776994316584
gaming,3.33941553061918
gaming,3.7222997236041
gaming,2.58683972694951
gaming,3.85024115438517
gaming,3.33941553061918
gaming,2.29915765449773
gaming,3.33941553061918
gaming,3.33941553061918
